experiment,filename,true_label,times_tested,times_correct,accuracy
XGB_all_baseline,Train164.csv,Side II,5,5,1.0
XGB_all_baseline,Train165.csv,Normal,5,5,1.0
XGB_all_baseline,Train166.csv,Normal,5,5,1.0
XGB_all_baseline,Train167.csv,Normal,5,5,1.0
XGB_all_baseline,Train168.csv,Normal,5,5,1.0
XGB_all_baseline,Train169.csv,Normal,5,5,1.0
XGB_all_baseline,Train17.csv,Normal,5,5,1.0
XGB_all_baseline,Train170.csv,Side I,5,0,0.0
XGB_all_baseline,Train171.csv,Normal,5,5,1.0
XGB_all_baseline,Train172.csv,Normal,5,5,1.0
XGB_all_baseline,Train173.csv,Normal,5,5,1.0
XGB_all_baseline,Train174.csv,Normal,5,5,1.0
XGB_all_baseline,Train175.csv,Normal,5,5,1.0
XGB_all_baseline,Train176.csv,Normal,5,5,1.0
XGB_all_baseline,Train177.csv,Normal,5,0,0.0
XGB_all_baseline,Train178.csv,Normal,5,5,1.0
XGB_all_baseline,Train179.csv,Side II,5,5,1.0
XGB_all_baseline,Train18.csv,Normal,5,5,1.0
XGB_all_baseline,Train180.csv,Side I,5,2,0.4
XGB_all_baseline,Train181.csv,Normal,5,5,1.0
XGB_all_baseline,Train182.csv,Normal,5,5,1.0
XGB_all_baseline,Train183.csv,Normal,5,5,1.0
XGB_all_baseline,Train184.csv,Normal,5,5,1.0
XGB_all_baseline,Train185.csv,Side I,5,0,0.0
XGB_all_baseline,Train186.csv,Normal,5,5,1.0
XGB_all_baseline,Train187.csv,Normal,5,5,1.0
XGB_all_baseline,Train188.csv,Side II,5,5,1.0
XGB_all_baseline,Train189.csv,Normal,5,5,1.0
XGB_all_baseline,Train19.csv,Normal,5,5,1.0
XGB_all_baseline,Train190.csv,Normal,5,5,1.0
XGB_all_baseline,Train191.csv,Normal,5,5,1.0
XGB_all_baseline,Train192.csv,Normal,5,5,1.0
XGB_all_baseline,Train193.csv,Normal,5,5,1.0
XGB_all_baseline,Train194.csv,Side I,5,0,0.0
XGB_all_baseline,Train195.csv,Normal,5,5,1.0
XGB_all_baseline,Train196.csv,Normal,5,5,1.0
XGB_all_baseline,Train197.csv,Normal,5,4,0.8
XGB_all_baseline,Train198.csv,Side II,5,5,1.0
XGB_all_baseline,Train199.csv,Side II,5,5,1.0
XGB_all_baseline,Train2.csv,Side II,5,2,0.4
XGB_all_baseline,Train20.csv,Normal,5,5,1.0
XGB_all_baseline,Train200.csv,Normal,5,5,1.0
XGB_all_baseline,Train201.csv,Normal,5,5,1.0
XGB_all_baseline,Train202.csv,Side I,5,0,0.0
XGB_all_baseline,Train203.csv,Normal,5,5,1.0
XGB_all_baseline,Train204.csv,Normal,5,5,1.0
XGB_all_baseline,Train205.csv,Normal,5,5,1.0
XGB_all_baseline,Train206.csv,Normal,5,5,1.0
XGB_all_baseline,Train207.csv,Side II,5,5,1.0
XGB_all_baseline,Train208.csv,Normal,5,5,1.0
XGB_all_baseline,Train209.csv,Normal,5,5,1.0
XGB_all_baseline,Train21.csv,Normal,5,5,1.0
XGB_all_baseline,Train210.csv,Normal,5,5,1.0
XGB_all_baseline,Train211.csv,Normal,5,5,1.0
XGB_all_baseline,Train212.csv,Normal,5,5,1.0
XGB_all_baseline,Train213.csv,Side I,5,4,0.8
XGB_all_baseline,Train214.csv,Normal,5,5,1.0
XGB_all_baseline,Train215.csv,Normal,5,5,1.0
XGB_all_baseline,Train216.csv,Side II,5,0,0.0
XGB_all_baseline,Train217.csv,Side II,5,0,0.0
XGB_all_baseline,Train218.csv,Normal,5,5,1.0
XGB_all_baseline,Train219.csv,Normal,5,5,1.0
XGB_all_baseline,Train22.csv,Normal,5,5,1.0
XGB_all_baseline,Train220.csv,Normal,5,5,1.0
XGB_all_baseline,Train221.csv,Normal,5,5,1.0
XGB_all_baseline,Train222.csv,Normal,5,5,1.0
XGB_all_baseline,Train223.csv,Normal,5,5,1.0
XGB_all_baseline,Train224.csv,Normal,5,5,1.0
XGB_all_baseline,Train225.csv,Normal,5,5,1.0
XGB_all_baseline,Train226.csv,Normal,5,5,1.0
XGB_all_baseline,Train227.csv,Normal,5,5,1.0
XGB_all_baseline,Train228.csv,Normal,5,5,1.0
XGB_all_baseline,Train229.csv,Normal,5,5,1.0
XGB_all_baseline,Train23.csv,Normal,5,5,1.0
XGB_all_baseline,Train230.csv,Normal,5,5,1.0
XGB_all_baseline,Train231.csv,Normal,5,5,1.0
XGB_all_baseline,Train232.csv,Normal,5,5,1.0
XGB_all_baseline,Train233.csv,Normal,5,5,1.0
XGB_all_baseline,Train234.csv,Normal,5,5,1.0
XGB_all_baseline,Train235.csv,Normal,5,5,1.0
XGB_all_baseline,Train236.csv,Normal,5,5,1.0
XGB_all_baseline,Train237.csv,Normal,5,5,1.0
XGB_all_baseline,Train238.csv,Normal,5,5,1.0
XGB_all_baseline,Train239.csv,Normal,5,5,1.0
XGB_all_baseline,Train24.csv,Normal,5,5,1.0
XGB_all_baseline,Train240.csv,Side II,5,3,0.6
XGB_all_baseline,Train241.csv,Normal,5,5,1.0
XGB_all_baseline,Train242.csv,Normal,5,5,1.0
XGB_all_baseline,Train243.csv,Normal,5,5,1.0
XGB_all_baseline,Train244.csv,Normal,5,5,1.0
XGB_all_baseline,Train245.csv,Normal,5,5,1.0
XGB_all_baseline,Train246.csv,Normal,5,5,1.0
XGB_all_baseline,Train247.csv,Normal,5,5,1.0
XGB_all_baseline,Train248.csv,Side II,5,5,1.0
XGB_all_baseline,Train249.csv,Normal,5,5,1.0
XGB_all_baseline,Train25.csv,Normal,5,5,1.0
XGB_all_baseline,Train250.csv,Normal,5,5,1.0
XGB_all_baseline,Train251.csv,Normal,5,0,0.0
XGB_all_baseline,Train252.csv,Normal,5,5,1.0
XGB_all_baseline,Train253.csv,Normal,5,5,1.0
XGB_all_baseline,Train254.csv,Normal,5,5,1.0
XGB_all_baseline,Train255.csv,Normal,5,5,1.0
XGB_all_baseline,Train256.csv,Normal,5,5,1.0
XGB_all_baseline,Train257.csv,Normal,5,5,1.0
XGB_all_baseline,Train258.csv,Normal,5,5,1.0
XGB_all_baseline,Train259.csv,Normal,5,5,1.0
XGB_all_baseline,Train26.csv,Side II,5,5,1.0
XGB_all_baseline,Train260.csv,Normal,5,5,1.0
XGB_all_baseline,Train261.csv,Normal,5,5,1.0
XGB_all_baseline,Train262.csv,Normal,5,5,1.0
XGB_all_baseline,Train263.csv,Normal,5,5,1.0
XGB_all_baseline,Train264.csv,Normal,5,5,1.0
XGB_all_baseline,Train265.csv,Side II,5,0,0.0
XGB_all_baseline,Train266.csv,Normal,5,5,1.0
XGB_all_baseline,Train267.csv,Side II,5,5,1.0
XGB_all_baseline,Train268.csv,Normal,5,5,1.0
XGB_all_baseline,Train269.csv,Normal,5,5,1.0
XGB_all_baseline,Train27.csv,Normal,5,5,1.0
XGB_all_baseline,Train270.csv,Normal,5,5,1.0
XGB_all_baseline,Train271.csv,Normal,5,5,1.0
XGB_all_baseline,Train272.csv,Normal,5,5,1.0
XGB_all_baseline,Train28.csv,Normal,5,5,1.0
XGB_all_baseline,Train29.csv,Normal,5,5,1.0
XGB_all_baseline,Train3.csv,Normal,5,5,1.0
XGB_all_baseline,Train30.csv,Side II,5,3,0.6
XGB_all_baseline,Train31.csv,Normal,5,5,1.0
XGB_all_baseline,Train32.csv,Normal,5,5,1.0
XGB_all_baseline,Train33.csv,Normal,5,5,1.0
XGB_all_baseline,Train34.csv,Normal,5,5,1.0
XGB_all_baseline,Train35.csv,Normal,5,5,1.0
XGB_all_baseline,Train36.csv,Normal,5,5,1.0
XGB_all_baseline,Train37.csv,Normal,5,5,1.0
XGB_all_baseline,Train38.csv,Normal,5,5,1.0
XGB_all_baseline,Train39.csv,Normal,5,5,1.0
XGB_all_baseline,Train4.csv,Normal,5,5,1.0
XGB_all_baseline,Train40.csv,Normal,5,5,1.0
XGB_all_baseline,Train41.csv,Normal,5,5,1.0
XGB_all_baseline,Train42.csv,Normal,5,5,1.0
XGB_all_baseline,Train43.csv,Side II,5,2,0.4
XGB_all_baseline,Train44.csv,Normal,5,5,1.0
XGB_all_baseline,Train45.csv,Normal,5,5,1.0
XGB_all_baseline,Train46.csv,Normal,5,5,1.0
XGB_all_baseline,Train47.csv,Normal,5,5,1.0
XGB_all_baseline,Train48.csv,Normal,5,5,1.0
XGB_all_baseline,Train49.csv,Normal,5,5,1.0
XGB_all_baseline,Train5.csv,Normal,5,5,1.0
XGB_all_baseline,Train50.csv,Normal,5,5,1.0
XGB_all_baseline,Train51.csv,Normal,5,5,1.0
XGB_all_baseline,Train52.csv,Normal,5,5,1.0
XGB_all_baseline,Train53.csv,Side II,5,5,1.0
XGB_all_baseline,Train54.csv,Normal,5,5,1.0
XGB_all_baseline,Train55.csv,Normal,5,5,1.0
XGB_all_baseline,Train56.csv,Normal,5,5,1.0
XGB_all_baseline,Train57.csv,Normal,5,5,1.0
XGB_all_baseline,Train58.csv,Normal,5,5,1.0
XGB_all_baseline,Train59.csv,Normal,5,5,1.0
XGB_all_baseline,Train6.csv,Normal,5,5,1.0
XGB_all_baseline,Train60.csv,Normal,5,5,1.0
XGB_all_baseline,Train61.csv,Normal,5,5,1.0
XGB_all_baseline,Train62.csv,Side I,5,3,0.6
XGB_all_baseline,Train63.csv,Normal,5,5,1.0
XGB_all_baseline,Train64.csv,Normal,5,5,1.0
XGB_all_baseline,Train65.csv,Normal,5,5,1.0
XGB_all_baseline,Train66.csv,Normal,5,5,1.0
XGB_all_baseline,Train67.csv,Normal,5,5,1.0
XGB_all_baseline,Train68.csv,Normal,5,5,1.0
XGB_all_baseline,Train69.csv,Normal,5,5,1.0
XGB_all_baseline,Train7.csv,Normal,5,5,1.0
XGB_all_baseline,Train70.csv,Normal,5,5,1.0
XGB_all_baseline,Train71.csv,Normal,5,5,1.0
XGB_all_baseline,Train72.csv,Side II,5,5,1.0
XGB_all_baseline,Train73.csv,Normal,5,5,1.0
XGB_all_baseline,Train74.csv,Normal,5,5,1.0
XGB_all_baseline,Train75.csv,Normal,5,5,1.0
XGB_all_baseline,Train76.csv,Normal,5,5,1.0
XGB_all_baseline,Train77.csv,Normal,5,5,1.0
XGB_all_baseline,Train78.csv,Normal,5,5,1.0
XGB_all_baseline,Train79.csv,Normal,5,5,1.0
XGB_all_baseline,Train8.csv,Normal,5,5,1.0
XGB_all_baseline,Train80.csv,Normal,5,5,1.0
XGB_all_baseline,Train81.csv,Normal,5,5,1.0
XGB_all_baseline,Train82.csv,Normal,5,5,1.0
XGB_all_baseline,Train83.csv,Side I,5,5,1.0
XGB_all_baseline,Train84.csv,Normal,5,5,1.0
XGB_all_baseline,Train85.csv,Normal,5,5,1.0
XGB_all_baseline,Train86.csv,Normal,5,5,1.0
XGB_all_baseline,Train87.csv,Normal,5,5,1.0
XGB_all_baseline,Train88.csv,Normal,5,5,1.0
XGB_all_baseline,Train89.csv,Normal,5,5,1.0
XGB_all_baseline,Train9.csv,Normal,5,5,1.0
XGB_all_baseline,Train90.csv,Normal,5,5,1.0
XGB_all_baseline,Train91.csv,Normal,5,5,1.0
XGB_all_baseline,Train92.csv,Normal,5,5,1.0
XGB_all_baseline,Train93.csv,Side II,5,5,1.0
XGB_all_baseline,Train94.csv,Normal,5,5,1.0
XGB_all_baseline,Train95.csv,Normal,5,5,1.0
XGB_all_baseline,Train96.csv,Normal,5,5,1.0
XGB_all_baseline,Train97.csv,Normal,5,5,1.0
XGB_all_baseline,Train98.csv,Normal,5,5,1.0
XGB_all_baseline,Train99.csv,Normal,5,5,1.0
XGB_child3,Train1.csv,Normal,5,5,1.0
XGB_child3,Train10.csv,Normal,5,5,1.0
XGB_child3,Train100.csv,Side I,5,0,0.0
XGB_child3,Train101.csv,Normal,5,5,1.0
XGB_child3,Train102.csv,Normal,5,5,1.0
XGB_child3,Train103.csv,Side II,5,4,0.8
XGB_child3,Train104.csv,Side II,5,5,1.0
XGB_child3,Train105.csv,Normal,5,5,1.0
XGB_child3,Train106.csv,Side I,5,0,0.0
XGB_child3,Train107.csv,Normal,5,5,1.0
XGB_child3,Train108.csv,Normal,5,5,1.0
XGB_child3,Train109.csv,Normal,5,5,1.0
XGB_child3,Train11.csv,Normal,5,5,1.0
XGB_child3,Train110.csv,Normal,5,5,1.0
XGB_child3,Train111.csv,Side II,5,5,1.0
XGB_child3,Train112.csv,Normal,5,5,1.0
XGB_child3,Train113.csv,Normal,5,5,1.0
XGB_child3,Train114.csv,Normal,5,5,1.0
XGB_child3,Train115.csv,Normal,5,5,1.0
XGB_child3,Train116.csv,Normal,5,5,1.0
XGB_child3,Train117.csv,Normal,5,5,1.0
XGB_child3,Train118.csv,Normal,5,5,1.0
XGB_child3,Train119.csv,Normal,5,5,1.0
XGB_child3,Train12.csv,Side II,5,5,1.0
XGB_child3,Train120.csv,Normal,5,5,1.0
XGB_child3,Train121.csv,Side I,5,0,0.0
XGB_child3,Train122.csv,Normal,5,5,1.0
XGB_child3,Train123.csv,Normal,5,1,0.2
XGB_child3,Train124.csv,Normal,5,5,1.0
XGB_child3,Train125.csv,Normal,5,5,1.0
XGB_child3,Train126.csv,Normal,5,4,0.8
XGB_child3,Train127.csv,Side II,5,5,1.0
XGB_child3,Train128.csv,Normal,5,5,1.0
XGB_child3,Train129.csv,Normal,5,5,1.0
XGB_child3,Train13.csv,Normal,5,5,1.0
XGB_child3,Train130.csv,Normal,5,4,0.8
XGB_child3,Train131.csv,Normal,5,5,1.0
XGB_child3,Train132.csv,Normal,5,5,1.0
XGB_child3,Train133.csv,Normal,5,5,1.0
XGB_child3,Train134.csv,Normal,5,5,1.0
XGB_child3,Train135.csv,Normal,5,5,1.0
XGB_child3,Train136.csv,Normal,5,5,1.0
XGB_child3,Train137.csv,Side I,5,5,1.0
XGB_child3,Train138.csv,Normal,5,5,1.0
XGB_child3,Train139.csv,Normal,5,5,1.0
XGB_child3,Train14.csv,Normal,5,5,1.0
XGB_child3,Train140.csv,Normal,5,5,1.0
XGB_child3,Train141.csv,Normal,5,5,1.0
XGB_child3,Train142.csv,Normal,5,5,1.0
XGB_child3,Train143.csv,Normal,5,5,1.0
XGB_child3,Train144.csv,Normal,5,5,1.0
XGB_child3,Train145.csv,Normal,5,5,1.0
XGB_child3,Train146.csv,Normal,5,5,1.0
XGB_child3,Train147.csv,Normal,5,5,1.0
XGB_child3,Train148.csv,Normal,5,5,1.0
XGB_child3,Train149.csv,Normal,5,5,1.0
XGB_child3,Train15.csv,Normal,5,5,1.0
XGB_child3,Train150.csv,Side I,5,4,0.8
XGB_child3,Train151.csv,Normal,5,5,1.0
XGB_child3,Train152.csv,Normal,5,5,1.0
XGB_child3,Train153.csv,Normal,5,5,1.0
XGB_child3,Train154.csv,Normal,5,5,1.0
XGB_child3,Train155.csv,Normal,5,5,1.0
XGB_child3,Train156.csv,Normal,5,5,1.0
XGB_child3,Train157.csv,Normal,5,5,1.0
XGB_child3,Train158.csv,Normal,5,5,1.0
XGB_child3,Train159.csv,Normal,5,5,1.0
XGB_child3,Train16.csv,Normal,5,5,1.0
XGB_child3,Train160.csv,Normal,5,5,1.0
XGB_child3,Train161.csv,Normal,5,5,1.0
XGB_child3,Train162.csv,Normal,5,5,1.0
XGB_child3,Train163.csv,Side I,5,5,1.0
XGB_child3,Train164.csv,Side II,5,5,1.0
XGB_child3,Train165.csv,Normal,5,5,1.0
XGB_child3,Train166.csv,Normal,5,5,1.0
XGB_child3,Train167.csv,Normal,5,5,1.0
XGB_child3,Train168.csv,Normal,5,5,1.0
XGB_child3,Train169.csv,Normal,5,5,1.0
XGB_child3,Train17.csv,Normal,5,5,1.0
XGB_child3,Train170.csv,Side I,5,0,0.0
XGB_child3,Train171.csv,Normal,5,5,1.0
XGB_child3,Train172.csv,Normal,5,5,1.0
XGB_child3,Train173.csv,Normal,5,5,1.0
XGB_child3,Train174.csv,Normal,5,5,1.0
XGB_child3,Train175.csv,Normal,5,5,1.0
XGB_child3,Train176.csv,Normal,5,5,1.0
XGB_child3,Train177.csv,Normal,5,0,0.0
XGB_child3,Train178.csv,Normal,5,5,1.0
XGB_child3,Train179.csv,Side II,5,5,1.0
XGB_child3,Train18.csv,Normal,5,5,1.0
XGB_child3,Train180.csv,Side I,5,2,0.4
XGB_child3,Train181.csv,Normal,5,5,1.0
XGB_child3,Train182.csv,Normal,5,5,1.0
XGB_child3,Train183.csv,Normal,5,5,1.0
XGB_child3,Train184.csv,Normal,5,5,1.0
XGB_child3,Train185.csv,Side I,5,0,0.0
XGB_child3,Train186.csv,Normal,5,5,1.0
XGB_child3,Train187.csv,Normal,5,5,1.0
XGB_child3,Train188.csv,Side II,5,5,1.0
XGB_child3,Train189.csv,Normal,5,5,1.0
XGB_child3,Train19.csv,Normal,5,5,1.0
XGB_child3,Train190.csv,Normal,5,5,1.0
XGB_child3,Train191.csv,Normal,5,5,1.0
XGB_child3,Train192.csv,Normal,5,5,1.0
XGB_child3,Train193.csv,Normal,5,5,1.0
XGB_child3,Train194.csv,Side I,5,4,0.8
XGB_child3,Train195.csv,Normal,5,5,1.0
XGB_child3,Train196.csv,Normal,5,5,1.0
XGB_child3,Train197.csv,Normal,5,5,1.0
XGB_child3,Train198.csv,Side II,5,5,1.0
XGB_child3,Train199.csv,Side II,5,5,1.0
XGB_child3,Train2.csv,Side II,5,5,1.0
XGB_child3,Train20.csv,Normal,5,5,1.0
XGB_child3,Train200.csv,Normal,5,5,1.0
XGB_child3,Train201.csv,Normal,5,5,1.0
XGB_child3,Train202.csv,Side I,5,0,0.0
XGB_child3,Train203.csv,Normal,5,5,1.0
XGB_child3,Train204.csv,Normal,5,5,1.0
XGB_child3,Train205.csv,Normal,5,5,1.0
XGB_child3,Train206.csv,Normal,5,5,1.0
XGB_child3,Train207.csv,Side II,5,5,1.0
XGB_child3,Train208.csv,Normal,5,5,1.0
XGB_child3,Train209.csv,Normal,5,5,1.0
XGB_child3,Train21.csv,Normal,5,5,1.0
XGB_child3,Train210.csv,Normal,5,5,1.0
XGB_child3,Train211.csv,Normal,5,5,1.0
XGB_child3,Train212.csv,Normal,5,5,1.0
XGB_child3,Train213.csv,Side I,5,4,0.8
XGB_child3,Train214.csv,Normal,5,5,1.0
XGB_child3,Train215.csv,Normal,5,5,1.0
XGB_child3,Train216.csv,Side II,5,0,0.0
XGB_child3,Train217.csv,Side II,5,0,0.0
XGB_child3,Train218.csv,Normal,5,5,1.0
XGB_child3,Train219.csv,Normal,5,5,1.0
XGB_child3,Train22.csv,Normal,5,5,1.0
XGB_child3,Train220.csv,Normal,5,5,1.0
XGB_child3,Train221.csv,Normal,5,5,1.0
XGB_child3,Train222.csv,Normal,5,5,1.0
XGB_child3,Train223.csv,Normal,5,5,1.0
XGB_child3,Train224.csv,Normal,5,5,1.0
XGB_child3,Train225.csv,Normal,5,5,1.0
XGB_child3,Train226.csv,Normal,5,5,1.0
XGB_child3,Train227.csv,Normal,5,5,1.0
XGB_child3,Train228.csv,Normal,5,5,1.0
XGB_child3,Train229.csv,Normal,5,5,1.0
XGB_child3,Train23.csv,Normal,5,5,1.0
XGB_child3,Train230.csv,Normal,5,5,1.0
XGB_child3,Train231.csv,Normal,5,5,1.0
XGB_child3,Train232.csv,Normal,5,5,1.0
XGB_child3,Train233.csv,Normal,5,5,1.0
XGB_child3,Train234.csv,Normal,5,5,1.0
XGB_child3,Train235.csv,Normal,5,5,1.0
XGB_child3,Train236.csv,Normal,5,5,1.0
XGB_child3,Train237.csv,Normal,5,5,1.0
XGB_child3,Train238.csv,Normal,5,5,1.0
XGB_child3,Train239.csv,Normal,5,5,1.0
XGB_child3,Train24.csv,Normal,5,5,1.0
XGB_child3,Train240.csv,Side II,5,2,0.4
XGB_child3,Train241.csv,Normal,5,5,1.0
XGB_child3,Train242.csv,Normal,5,5,1.0
XGB_child3,Train243.csv,Normal,5,5,1.0
XGB_child3,Train244.csv,Normal,5,5,1.0
XGB_child3,Train245.csv,Normal,5,5,1.0
XGB_child3,Train246.csv,Normal,5,5,1.0
XGB_child3,Train247.csv,Normal,5,5,1.0
XGB_child3,Train248.csv,Side II,5,5,1.0
XGB_child3,Train249.csv,Normal,5,5,1.0
XGB_child3,Train25.csv,Normal,5,5,1.0
XGB_child3,Train250.csv,Normal,5,5,1.0
XGB_child3,Train251.csv,Normal,5,0,0.0
XGB_child3,Train252.csv,Normal,5,5,1.0
XGB_child3,Train253.csv,Normal,5,5,1.0
XGB_child3,Train254.csv,Normal,5,5,1.0
XGB_child3,Train255.csv,Normal,5,5,1.0
XGB_child3,Train256.csv,Normal,5,5,1.0
XGB_child3,Train257.csv,Normal,5,5,1.0
XGB_child3,Train258.csv,Normal,5,5,1.0
XGB_child3,Train259.csv,Normal,5,5,1.0
XGB_child3,Train26.csv,Side II,5,5,1.0
XGB_child3,Train260.csv,Normal,5,5,1.0
XGB_child3,Train261.csv,Normal,5,5,1.0
XGB_child3,Train262.csv,Normal,5,5,1.0
XGB_child3,Train263.csv,Normal,5,5,1.0
XGB_child3,Train264.csv,Normal,5,5,1.0
XGB_child3,Train265.csv,Side II,5,0,0.0
XGB_child3,Train266.csv,Normal,5,5,1.0
XGB_child3,Train267.csv,Side II,5,5,1.0
XGB_child3,Train268.csv,Normal,5,5,1.0
XGB_child3,Train269.csv,Normal,5,5,1.0
XGB_child3,Train27.csv,Normal,5,5,1.0
XGB_child3,Train270.csv,Normal,5,5,1.0
XGB_child3,Train271.csv,Normal,5,5,1.0
XGB_child3,Train272.csv,Normal,5,5,1.0
XGB_child3,Train28.csv,Normal,5,5,1.0
XGB_child3,Train29.csv,Normal,5,5,1.0
XGB_child3,Train3.csv,Normal,5,5,1.0
XGB_child3,Train30.csv,Side II,5,3,0.6
XGB_child3,Train31.csv,Normal,5,5,1.0
XGB_child3,Train32.csv,Normal,5,5,1.0
XGB_child3,Train33.csv,Normal,5,5,1.0
XGB_child3,Train34.csv,Normal,5,5,1.0
XGB_child3,Train35.csv,Normal,5,5,1.0
XGB_child3,Train36.csv,Normal,5,5,1.0
XGB_child3,Train37.csv,Normal,5,5,1.0
XGB_child3,Train38.csv,Normal,5,5,1.0
XGB_child3,Train39.csv,Normal,5,5,1.0
XGB_child3,Train4.csv,Normal,5,5,1.0
XGB_child3,Train40.csv,Normal,5,5,1.0
XGB_child3,Train41.csv,Normal,5,5,1.0
XGB_child3,Train42.csv,Normal,5,5,1.0
XGB_child3,Train43.csv,Side II,5,2,0.4
XGB_child3,Train44.csv,Normal,5,5,1.0
XGB_child3,Train45.csv,Normal,5,5,1.0
XGB_child3,Train46.csv,Normal,5,5,1.0
XGB_child3,Train47.csv,Normal,5,5,1.0
XGB_child3,Train48.csv,Normal,5,5,1.0
XGB_child3,Train49.csv,Normal,5,5,1.0
XGB_child3,Train5.csv,Normal,5,5,1.0
XGB_child3,Train50.csv,Normal,5,5,1.0
XGB_child3,Train51.csv,Normal,5,5,1.0
XGB_child3,Train52.csv,Normal,5,5,1.0
XGB_child3,Train53.csv,Side II,5,5,1.0
XGB_child3,Train54.csv,Normal,5,5,1.0
XGB_child3,Train55.csv,Normal,5,5,1.0
XGB_child3,Train56.csv,Normal,5,5,1.0
XGB_child3,Train57.csv,Normal,5,5,1.0
XGB_child3,Train58.csv,Normal,5,5,1.0
XGB_child3,Train59.csv,Normal,5,5,1.0
XGB_child3,Train6.csv,Normal,5,5,1.0
XGB_child3,Train60.csv,Normal,5,5,1.0
XGB_child3,Train61.csv,Normal,5,5,1.0
XGB_child3,Train62.csv,Side I,5,3,0.6
XGB_child3,Train63.csv,Normal,5,5,1.0
