filename,label,rows,columns,missing_values,infinite_values,constant_channels,extreme_values,channels_with_extremes
Train139.csv,Normal,10000,129,0,0,0,77420,93
Train140.csv,Normal,10000,129,0,0,0,68841,75
Train141.csv,Normal,10000,129,0,0,0,74818,72
Train142.csv,Normal,10000,129,0,0,0,68493,73
Train143.csv,Normal,10000,129,0,0,0,58608,88
Train144.csv,Normal,10000,129,0,0,0,66912,68
Train145.csv,Normal,10000,129,0,0,0,71758,79
Train146.csv,Normal,10000,129,0,0,0,46587,97
Train147.csv,Normal,10000,129,0,0,0,74315,65
Train148.csv,Normal,10000,129,0,0,0,69013,100
Train149.csv,Normal,10000,129,0,0,0,60806,86
Train150.csv,Side I,10000,129,0,0,0,44267,80
Train151.csv,Normal,10000,129,0,0,0,69801,75
Train152.csv,Normal,10000,129,0,0,0,61152,71
Train153.csv,Normal,10000,129,0,0,0,71608,89
Train154.csv,Normal,10000,129,0,0,0,60424,85
Train155.csv,Normal,10000,129,0,0,0,68077,100
Train156.csv,Normal,10000,129,0,0,0,56976,58
Train157.csv,Normal,10000,129,0,0,0,66365,101
Train158.csv,Normal,10000,129,0,0,0,64891,90
Train159.csv,Normal,10000,129,0,0,0,52454,60
Train160.csv,Normal,10000,129,0,0,0,60474,87
Train161.csv,Normal,10000,129,0,0,0,74535,98
Train162.csv,Normal,10000,129,0,0,0,74527,109
Train163.csv,Side I,10000,129,0,0,0,47176,73
Train164.csv,Side II,10000,129,0,0,0,32361,62
Train165.csv,Normal,10000,129,0,0,0,73804,107
Train166.csv,Normal,10000,129,0,0,0,68990,67
Train167.csv,Normal,10000,129,0,0,0,62518,70
Train168.csv,Normal,10000,129,0,0,0,54258,86
Train169.csv,Normal,10000,129,0,0,0,44836,70
Train170.csv,Side I,10000,129,0,0,0,58888,63
Train171.csv,Normal,10000,129,0,0,0,59909,74
Train172.csv,Normal,10000,129,0,0,0,70647,74
Train173.csv,Normal,10000,129,0,0,0,51702,76
Train174.csv,Normal,10000,129,0,0,0,64912,76
Train175.csv,Normal,10000,129,0,0,0,57184,85
Train176.csv,Normal,10000,129,0,0,0,63043,77
Train177.csv,Normal,10000,129,0,0,0,55902,81
Train178.csv,Normal,10000,129,0,0,0,65675,98
Train179.csv,Side II,10000,129,0,0,0,30938,72
Train180.csv,Side I,10000,129,0,0,0,56133,85
Train181.csv,Normal,10000,129,0,0,0,68806,102
Train182.csv,Normal,10000,129,0,0,0,64553,76
Train183.csv,Normal,10000,129,0,0,0,63984,80
Train184.csv,Normal,10000,129,0,0,0,73097,94
Train185.csv,Side I,10000,129,0,0,0,71021,82
Train186.csv,Normal,10000,129,0,0,0,66265,88
Train187.csv,Normal,10000,129,0,0,0,73804,107
Train188.csv,Side II,10000,129,0,0,0,52073,81
Train189.csv,Normal,10000,129,0,0,0,64180,63
Train190.csv,Normal,10000,129,0,0,0,57786,84
Train191.csv,Normal,10000,129,0,0,0,72794,104
Train192.csv,Normal,10000,129,0,0,0,65803,94
Train193.csv,Normal,10000,129,0,0,0,63259,97
Train194.csv,Side I,10000,129,0,0,0,62828,95
Train195.csv,Normal,10000,129,0,0,0,69136,73
Train196.csv,Normal,10000,129,0,0,0,70608,99
Train197.csv,Normal,10000,129,0,0,0,61617,75
Train198.csv,Side II,10000,129,0,0,0,53971,66
Train199.csv,Side II,10000,129,0,0,0,29101,77
Train200.csv,Normal,10000,129,0,0,0,70986,79
Train201.csv,Normal,10000,129,0,0,0,61515,90
Train202.csv,Side I,10000,129,0,0,0,47485,101
Train203.csv,Normal,10000,129,0,0,0,58938,75
Train204.csv,Normal,10000,129,0,0,0,61335,74
Train205.csv,Normal,10000,129,0,0,0,54003,79
Train206.csv,Normal,10000,129,0,0,0,68835,99
Train207.csv,Side II,10000,129,0,0,0,23719,73
Train208.csv,Normal,10000,129,0,0,0,61893,87
Train209.csv,Normal,10000,129,0,0,0,72312,83
Train210.csv,Normal,10000,129,0,0,0,58428,78
Train211.csv,Normal,10000,129,0,0,0,69478,87
Train212.csv,Normal,10000,129,0,0,0,56308,94
Train213.csv,Side I,10000,129,0,0,0,50311,68
Train214.csv,Normal,10000,129,0,0,0,44137,69
Train215.csv,Normal,10000,129,0,0,0,61197,81
Train216.csv,Side II,10000,129,0,0,0,58995,74
Train217.csv,Side II,10000,129,0,0,0,48736,79
Train218.csv,Normal,10000,129,0,0,0,69933,67
Train219.csv,Normal,10000,129,0,0,0,68545,97
Train220.csv,Normal,10000,129,0,0,0,49721,88
Train221.csv,Normal,10000,129,0,0,0,62298,92
Train222.csv,Normal,10000,129,0,0,0,56822,91
Train223.csv,Normal,10000,129,0,0,0,54054,62
Train224.csv,Normal,10000,129,0,0,0,52061,91
Train225.csv,Normal,10000,129,0,0,0,74606,87
Train226.csv,Normal,10000,129,0,0,0,53098,87
Train227.csv,Normal,10000,129,0,0,0,69342,67
Train228.csv,Normal,10000,129,0,0,0,68987,101
Train229.csv,Normal,10000,129,0,0,0,62385,93
Train230.csv,Normal,10000,129,0,0,0,63880,73
Train231.csv,Normal,10000,129,0,0,0,65210,98
Train232.csv,Normal,10000,129,0,0,0,74450,66
Train233.csv,Normal,10000,129,0,0,0,61505,77
Train234.csv,Normal,10000,129,0,0,0,72297,90
Train235.csv,Normal,10000,129,0,0,0,64347,74
Train236.csv,Normal,10000,129,0,0,0,57538,91
Train237.csv,Normal,10000,129,0,0,0,59969,80
Train238.csv,Normal,10000,129,0,0,0,50098,58
Train239.csv,Normal,10000,129,0,0,0,74394,106
Train240.csv,Side II,10000,129,0,0,0,74291,74
Train241.csv,Normal,10000,129,0,0,0,39544,90
Train242.csv,Normal,10000,129,0,0,0,60786,66
Train243.csv,Normal,10000,129,0,0,0,54454,94
Train244.csv,Normal,10000,129,0,0,0,67802,105
Train245.csv,Normal,10000,129,0,0,0,65445,102
Train246.csv,Normal,10000,129,0,0,0,46438,86
Train247.csv,Normal,10000,129,0,0,0,59598,65
Train248.csv,Side II,10000,129,0,0,0,56693,67
Train249.csv,Normal,10000,129,0,0,0,66400,99
Train250.csv,Normal,10000,129,0,0,0,72341,61
Train251.csv,Normal,10000,129,0,0,0,55597,93
Train252.csv,Normal,10000,129,0,0,0,62544,88
Train253.csv,Normal,10000,129,0,0,0,61496,72
Train254.csv,Normal,10000,129,0,0,0,73696,68
Train255.csv,Normal,10000,129,0,0,0,50054,99
Train256.csv,Normal,10000,129,0,0,0,60100,70
Train257.csv,Normal,10000,129,0,0,0,67354,100
Train258.csv,Normal,10000,129,0,0,0,50043,77
Train259.csv,Normal,10000,129,0,0,0,63121,100
Train260.csv,Normal,10000,129,0,0,0,76348,72
Train261.csv,Normal,10000,129,0,0,0,56057,67
Train262.csv,Normal,10000,129,0,0,0,44269,72
Train263.csv,Normal,10000,129,0,0,0,36414,62
Train264.csv,Normal,10000,129,0,0,0,61924,73
Train265.csv,Side II,10000,129,0,0,0,58614,76
Train266.csv,Normal,10000,129,0,0,0,73232,71
Train267.csv,Side II,10000,129,0,0,0,43128,68
Train268.csv,Normal,10000,129,0,0,0,67300,68
Train269.csv,Normal,10000,129,0,0,0,63967,73
Train270.csv,Normal,10000,129,0,0,0,63502,67
Train271.csv,Normal,10000,129,0,0,0,71681,84
Train272.csv,Normal,10000,129,0,0,0,70931,74
